Date,Open,High,Low,Close,Adj Close,Volume,ts_polarity,twitter_volume
16/05/23,2254.600098,2255,2223.100098,2227.199951,2222.188721,2528855,0.070389,1876
17/05/23,2224.350098,2244,2210.199951,2219.600098,2214.605957,1961004,0.070389,1536
18/05/23,2230,2233.550049,2181,2188.199951,2183.276367,2290757,0.070389,1893
19/05/23,2192,2199.050049,2168.5,2190.050049,2185.122314,1729803,0.070389,1116
22/05/23,2190,2222,2178.399902,2216.600098,2211.612793,1112099,0.070389,1703
23/05/23,2225.600098,2228.600098,2194,2197.649902,2192.705078,2265389,0.070389,1113
24/05/23,2200,2208.5,2176,2185.149902,2180.233398,2648479,0.070389,1289
25/05/23,2190,2207.300049,2178,2204.699951,2199.739258,1689521,0.070389,1817
26/05/23,2209,2220.75,2201,2218.449951,2213.458496,1249128,0.070389,868
29/05/23,2225,2241.800049,2220.199951,2224.550049,2219.544678,1369656,0.070389,1446
30/05/23,2230,2237,2207.199951,2210.800049,2205.825684,1716729,0.070389,1561
31/05/23,2201.100098,2224,2200,2205.649902,2200.687256,2809284,0.070389,1911
01/06/23,2217,2222,2202.149902,2207.800049,2202.83252,1049488,0.070389,1406
02/06/23,2221,2237.300049,2212.149902,2234.550049,2229.522217,1399950,0.070389,3052
05/06/23,2245,2272.800049,2240,2268.300049,2263.196289,2344944,0.070389,3841
06/06/23,2269,2280.699951,2263.699951,2277.949951,2272.824463,1677680,0.070389,1866
07/06/23,2278,2318,2278,2315.5,2310.290039,2128603,0.070389,1883
08/06/23,2316.949951,2345.050049,2312.75,2340.300049,2335.034424,2556995,0.070389,1086
09/06/23,2345,2368.850098,2338.25,2363,2357.683105,2501720,0.070389,2138
12/06/23,2365,2370,2333.100098,2339.949951,2334.685059,1172382,0.070389,2037
13/06/23,2345.850098,2357.899902,2327.100098,2354.399902,2349.102539,1688768,0.070389,536
14/06/23,2352.899902,2360,2340,2355.050049,2349.751221,1013564,0.070389,1066
15/06/23,2355,2369.5,2349,2361.300049,2355.987061,2561534,0.070389,1124
16/06/23,2363.75,2380,2352.25,2366.800049,2361.474609,1794542,0.070389,1541
19/06/23,2379,2419.899902,2361,2366.350098,2361.025879,3111256,0.070389,1287
20/06/23,2364.949951,2389.649902,2354.449951,2382,2376.640381,1771306,0.070389,1354
21/06/23,2382,2412,2382,2394.449951,2389.0625,1607299,0.070389,1359
22/06/23,2394.600098,2424,2380,2416.25,2410.813477,1741775,0.070389,841
23/06/23,2418.949951,2427,2383.25,2389.550049,2384.173584,1212955,0.070389,1226
26/06/23,2398.100098,2403.850098,2367.949951,2377.550049,2372.200439,793572,0.070389,1283
27/06/23,2387.449951,2396.949951,2371.550049,2388.050049,2382.677002,1012317,0.070389,1315
28/06/23,2400,2432.899902,2390.050049,2421.449951,2416.001709,1734938,0.070389,1791
30/06/23,2420,2483.5,2415.050049,2475.550049,2469.97998,2690699,0.070389,1127
03/07/23,2478.199951,2492.399902,2448,2454.050049,2448.52832,1078456,0.070389,2051
04/07/23,2458.199951,2484.399902,2458.199951,2461.850098,2456.310791,1441581,0.070389,1392
05/07/23,2461,2484.949951,2454.350098,2470.800049,2465.240723,1191896,0.070389,1314
06/07/23,2468.100098,2499.949951,2467.550049,2488.600098,2483.000732,1796824,0.070389,1663
07/07/23,2482.75,2504,2444.600098,2449.350098,2443.839111,1837661,0.070389,1145
10/07/23,2450,2463.350098,2420,2438.75,2433.262695,1178479,0.070389,2086
11/07/23,2447.199951,2479,2447.199951,2474.550049,2468.982178,1219658,0.070389,7083
12/07/23,2480.300049,2485.949951,2447.800049,2454.949951,2449.42627,1822435,0.070389,2798
13/07/23,2466,2484.899902,2446.25,2450.149902,2444.636963,1141663,0.070389,3014
14/07/23,2450.25,2477.050049,2448.649902,2472.25,2466.6875,845623,0.070389,1183
17/07/23,2475,2494,2465,2468.800049,2463.245117,878697,0.070389,2439
18/07/23,2469,2489.949951,2468.100098,2474.699951,2469.131836,720865,0.070389,2011
19/07/23,2474.600098,2502.949951,2466.399902,2494.149902,2488.538086,1431080,0.070389,1654
20/07/23,2494,2495.699951,2469.050049,2489.699951,2484.098145,1045704,0.070389,2110
21/07/23,2522,2595,2521.100098,2586.25,2580.430908,4610417,0.070389,920
24/07/23,2637.649902,2638,2583.899902,2605.25,2599.388184,2155297,0.070389,1377
25/07/23,2616,2617.75,2553,2560.899902,2555.137939,2068876,0.070389,1350
26/07/23,2591,2673.850098,2585,2646.25,2640.295898,5820099,0.070389,2486
27/07/23,2668.949951,2676.350098,2646.449951,2660.199951,2654.214355,2117794,0.070389,2550
28/07/23,2660.149902,2668.149902,2625,2649.550049,2643.588623,1325724,0.070389,2587
31/07/23,2655,2690,2631.100098,2681.350098,2675.317139,1284981,0.070389,2553
01/08/23,2681.350098,2689,2655.350098,2666.649902,2660.649902,1298745,0.070389,1847
02/08/23,2638,2644.949951,2602.699951,2622.149902,2622.149902,1479486,0.070389,1528
03/08/23,2615,2642.75,2586.300049,2598.100098,2598.100098,1612618,0.070389,1587
04/08/23,2605,2635,2598.5,2626.899902,2626.899902,1101278,0.070389,1226
07/08/23,2628,2654,2623.100098,2635.899902,2635.899902,1163125,0.070389,1699
08/08/23,2639.050049,2649.5,2628.300049,2632.199951,2632.199951,767310,0.070389,1957
09/08/23,2635,2655,2615.25,2651.600098,2651.600098,906865,0.070389,1805
10/08/23,2640.100098,2661.600098,2621.649902,2643.5,2643.5,1040041,0.070389,1414
11/08/23,2642.050049,2656.899902,2631.25,2638.5,2638.5,1320121,0.070389,285
14/08/23,2637,2663.550049,2616,2659.899902,2659.899902,1364413,0.070389,822
16/08/23,2669,2695,2652.050049,2691.050049,2691.050049,1703875,0.070389,1692
17/08/23,2691.050049,2691.050049,2642,2652.5,2652.5,1629067,0.070389,1338
18/08/23,2650,2674.699951,2632.75,2641.949951,2641.949951,1898966,0.070389,749
21/08/23,2641.850098,2666.600098,2623.449951,2662.25,2662.25,1376318,0.070389,1021
22/08/23,2668,2685.649902,2662,2678.800049,2678.800049,1497180,0.070389,1026
23/08/23,2689.550049,2726,2682.449951,2717.600098,2717.600098,1990672,0.070389,1465
24/08/23,2747.5,2766.800049,2680.600098,2688.149902,2688.149902,2619182,0.070389,1454
25/08/23,2677.449951,2682.699951,2631,2638.399902,2638.399902,1408427,0.070389,1200
28/08/23,2653.550049,2700,2650.050049,2695.350098,2695.350098,1551734,0.070389,3961
29/08/23,2710,2722.100098,2696.300049,2718.949951,2718.949951,1101830,0.070389,1666
30/08/23,2722.949951,2737.649902,2707,2709,2709,1920079,0.070389,1179
31/08/23,2720,2724.600098,2678.350098,2702.699951,2702.699951,2439625,0.070389,1271
01/09/23,2710,2715.949951,2688.300049,2702.100098,2702.100098,1263430,0.070389,1119
04/09/23,2733,2742,2705,2711.100098,2711.100098,1548282,0.070389,1544
05/09/23,2720.5,2739,2720,2732.949951,2732.949951,1066447,0.070389,1346
06/09/23,2740,2742.800049,2712,2730.449951,2730.449951,1747425,0.070389,1020
07/09/23,2733,2855.949951,2730,2846.399902,2846.399902,4100519,0.070389,1090
08/09/23,2888,2928.699951,2872.449951,2901.600098,2901.600098,3638510,0.070389,815
11/09/23,2905,2926,2890.050049,2894.199951,2894.199951,1545803,0.070389,859
12/09/23,2951.600098,3009,2932.449951,2944.100098,2944.100098,7788759,0.070389,1029
13/09/23,2943.5,2943.699951,2888.449951,2906.75,2906.75,2458417,0.070389,209
14/09/23,2924.899902,2931.649902,2906,2918.600098,2918.600098,1910041,0.070389,1002
15/09/23,2933,2934.949951,2900,2908.550049,2908.550049,1655275,0.070389,809
18/09/23,2910,2930,2907,2919.850098,2919.850098,736631,0.070389,1015
20/09/23,2926.949951,2944.949951,2886.050049,2890,2890,1399240,0.070389,897
21/09/23,2885.050049,2905.100098,2846.050049,2899.350098,2899.350098,2444711,0.070389,976
22/09/23,2908.699951,2936.449951,2902.25,2918.5,2918.5,1965569,0.070389,656
25/09/23,2917.949951,2923.800049,2871,2902.5,2902.5,1049532,0.070389,924
26/09/23,2915,2944,2910,2912.550049,2912.550049,953456,0.070389,774
27/09/23,2922,2994.899902,2911.649902,2965.050049,2965.050049,2903693,0.070389,1276
28/09/23,2989,3050.5,2978.25,3010,3010,4081102,0.070389,944
29/09/23,3040,3058.350098,3005.25,3023.550049,3023.550049,2698016,0.070389,1010
03/10/23,3040.5,3077.449951,2995.100098,3073.25,3073.25,3254492,0.070389,1170
04/10/23,3064.100098,3064.100098,2990.050049,3027.75,3027.75,3100946,0.070389,1116
05/10/23,3032.550049,3114.899902,3032.550049,3096.050049,3096.050049,3413447,0.070389,1345
06/10/23,3114.949951,3114.949951,3073.149902,3093.699951,3093.699951,1898118,0.070389,1202
09/10/23,3075,3085,3055.550049,3074.699951,3074.699951,1181760,0.070389,1213
10/10/23,3073.850098,3099,3072.149902,3076,3076,1551789,0.070389,1865
11/10/23,3090,3110,3084.399902,3088.699951,3088.699951,2066921,0.070389,5173
12/10/23,3094,3105.050049,3067.050049,3081.75,3081.75,1870280,0.070389,2342
13/10/23,3067.75,3099,3063.5,3089.600098,3089.600098,1437808,0.070389,1570
16/10/23,3098.949951,3113.25,3074.699951,3101.899902,3101.899902,818794,0.070389,812
17/10/23,3109.899902,3114.199951,3063,3066.300049,3066.300049,1847182,0.070389,1707
18/10/23,3068.649902,3079.149902,3037.149902,3045.600098,3045.600098,1350839,0.070389,885
19/10/23,3025.600098,3069.899902,3007.149902,3054.399902,3054.399902,1599104,0.070389,1513
20/10/23,3039.949951,3056.25,2977.300049,3012.350098,3012.350098,1667471,0.070389,1476
23/10/23,3003,3006.899902,2949,2958.300049,2958.300049,1614030,0.070389,1178
25/10/23,2959,2965.5,2910.300049,2916.100098,2916.100098,2108353,0.070389,1563
26/10/23,2906,2916.149902,2857.050049,2864.600098,2864.600098,3286109,0.070389,1618
27/10/23,2864.649902,2910.550049,2857.649902,2901.899902,2901.899902,2399538,0.070389,1677
30/10/23,2899.199951,2932,2856.149902,2926.350098,2926.350098,1693052,0.070389,992
31/10/23,2929.949951,2951.550049,2907.949951,2929.050049,2929.050049,1556467,0.070389,1482
01/11/23,2947.449951,2983.149902,2871.050049,2895.300049,2895.300049,3875595,0.070389,2193
02/11/23,2935,2937.850098,2903.199951,2918.100098,2918.100098,1451606,0.070389,1715
03/11/23,2934,2948.050049,2905,2911.25,2911.25,1136175,0.070389,1238
06/11/23,2933,2979,2927.25,2975.449951,2975.449951,1235499,0.070389,1345
07/11/23,2970,2983.600098,2956.100098,2961.300049,2961.300049,1112206,0.070389,1122
08/11/23,2974.699951,3002.75,2961,2996.449951,2996.449951,1013438,0.070389,1331
09/11/23,3003,3028.699951,2997,3024.850098,3024.850098,1719911,0.070389,1158
10/11/23,3021.050049,3044,3005.25,3033.25,3033.25,947753,0.070389,1733
13/11/23,3050,3054.350098,3031.649902,3048.5,3048.5,531769,0.070389,1921
15/11/23,3062.350098,3071.050049,3055,3064.949951,3064.949951,1160184,0.070389,1548
16/11/23,3057.949951,3082.100098,3045,3051.149902,3051.149902,1597607,0.070389,4271
17/11/23,3050,3115.449951,3045.149902,3109,3109,1325050,0.070389,1088
20/11/23,3095.100098,3111.949951,3076.199951,3088.800049,3088.800049,1231164,0.070389,1774
21/11/23,3088.5,3099,3062.449951,3074.850098,3074.850098,1884782,0.070389,2159
22/11/23,3074.850098,3088.649902,3062.5,3082.300049,3082.300049,1104208,0.070389,1117
23/11/23,3080,3088,3031.050049,3045.649902,3045.649902,1514688,0.070389,4486
24/11/23,3050,3067,3039.600098,3054.25,3054.25,915121,0.070389,7025
28/11/23,3054,3059.149902,3035,3050,3050,1210508,0.070389,5594
29/11/23,3050,3089.899902,3049,3083.75,3083.75,1801107,0.070389,1652
30/11/23,3076.300049,3124.550049,3058.699951,3109.199951,3109.199951,3131624,0.070389,2522
01/12/23,3129.949951,3197.949951,3121.050049,3190.649902,3190.649902,2112908,0.070389,3897
04/12/23,3285,3347.550049,3250,3313.550049,3313.550049,3095974,0.070389,3610
05/12/23,3319.050049,3325,3279.050049,3315.449951,3315.449951,1659309,0.070389,3476
06/12/23,3330,3401,3321,3392.300049,3392.300049,2057233,0.070389,1732
07/12/23,3392.300049,3409.899902,3337.050049,3355.600098,3355.600098,2128823,0.070389,1809
08/12/23,3377,3430,3366,3378.449951,3378.449951,2428891,0.070389,2227
11/12/23,3377.949951,3405,3360,3385.800049,3385.800049,1534238,0.070389,1756
12/12/23,3375,3375,3332,3342.399902,3342.399902,1888423,0.070389,1706
13/12/23,3352.949951,3410,3346.199951,3399.800049,3399.800049,1509107,0.070389,1211
14/12/23,3425.949951,3440,3400.100098,3433.100098,3433.100098,2425646,0.070389,1270
15/12/23,3435.149902,3498.899902,3432.850098,3488,3488,2632935,0.070389,1423
18/12/23,3496,3506,3466,3491.600098,3491.600098,1767429,0.070389,1861
19/12/23,3488.949951,3525,3476.050049,3498.949951,3498.949951,1311700,0.070389,395
20/12/23,3505,3514.600098,3412.550049,3418.5,3418.5,1876048,0.070389,964
21/12/23,3390.050049,3439.949951,3333,3424.149902,3424.149902,2292802,0.070389,1197
22/12/23,3424,3496,3408.600098,3477.949951,3477.949951,1681707,0.070389,1102
26/12/23,3477.949951,3508.350098,3477.949951,3490.050049,3490.050049,1072263,0.070389,1289
27/12/23,3510,3549,3504.149902,3544,3544,1389266,0.070389,951
28/12/23,3545,3559.949951,3500.5,3518.050049,3518.050049,3371121,0.070389,875
29/12/23,3531,3540,3495,3526,3526,968577,0.070389,1736
01/01/24,3538,3538,3496.050049,3525.449951,3525.449951,777080,0.070389,1506
02/01/24,3525.050049,3525.449951,3432,3438.100098,3438.100098,1511464,0.070389,1104
03/01/24,3433,3465.850098,3411.600098,3440.350098,3440.350098,1283859,0.070389,1005
04/01/24,3441.050049,3480.100098,3423,3458.699951,3458.699951,1651616,0.070389,972
05/01/24,3464.949951,3555,3460,3521.899902,3521.899902,2069018,0.070389,1388
08/01/24,3540,3559.949951,3490,3501.100098,3501.100098,1993855,0.070389,1192
09/01/24,3527.449951,3593.75,3520.100098,3555.949951,3555.949951,1807271,0.070389,1149
10/01/24,3549.949951,3558.949951,3520,3545.5,3545.5,1534821,0.070389,974
11/01/24,3545.5,3559.550049,3500.550049,3504.850098,3504.850098,1105348,0.070389,1165
12/01/24,3505.050049,3578.649902,3494.050049,3568.800049,3568.800049,1782631,0.070389,1986
15/01/24,3576.100098,3605.699951,3538.050049,3543.050049,3543.050049,1783518,0.070389,5213
16/01/24,3548,3589,3538,3573.5,3573.5,1791818,0.070389,2406
17/01/24,3555,3614.449951,3547.699951,3570.949951,3570.949951,2699076,0.070389,2886
18/01/24,3570.800049,3616.949951,3525,3596,3596,2148898,0.070389,175
19/01/24,3603,3655.850098,3603,3646,3646,1913923,0.070389,1014
23/01/24,3637.600098,3661.350098,3536.199951,3551,3551,1742142,0.070389,1375
24/01/24,3570,3617.949951,3521.699951,3589.199951,3589.199951,3711521,0.070389,1128
25/01/24,3599.899902,3618.25,3564.800049,3593.449951,3593.449951,2206540,0.070389,1026
29/01/24,3604,3733.850098,3600.100098,3708,3708,2072982,0.070389,948
30/01/24,3715.949951,3737.899902,3624.899902,3633.300049,3633.300049,1454989,0.070389,1032
31/01/24,3520,3538,3387.050049,3479.75,3479.75,9637606,0.070389,1135
01/02/24,3480,3493.75,3371,3398,3398,6149780,0.070389,1140
02/02/24,3402.699951,3436.350098,3361,3376.050049,3376.050049,7579802,0.070389,978
05/02/24,3375.5,3407.949951,3318.449951,3341.75,3341.75,2954238,0.070389,925
06/02/24,3346,3427.75,3337.550049,3424.25,3424.25,2545192,0.070389,1332
07/02/24,3445,3447,3389,3394.699951,3394.699951,2099940,0.070389,1366
08/02/24,3413,3417.800049,3293.850098,3335.5,3335.5,3471727,0.070389,1139
09/02/24,3336.25,3390,3308.949951,3324.550049,3324.550049,3121873,0.070389,1111
12/02/24,3330,3339.149902,3287,3299.550049,3299.550049,1922273,0.070389,1169
13/02/24,3312,3338.550049,3284.100098,3321.5,3321.5,2151493,0.070389,1207
14/02/24,3290.050049,3316.949951,3263.050049,3309,3309,2502138,0.070389,1011
15/02/24,3309,3321.949951,3290.199951,3300.300049,3300.300049,1999189,0.070389,816
16/02/24,3304.949951,3398,3304.050049,3386.75,3386.75,2768329,0.070389,859
19/02/24,3400.550049,3408,3335.5,3339.850098,3339.850098,1216447,0.070389,1156
20/02/24,3339.850098,3367.75,3328.449951,3356.75,3356.75,1578162,0.070389,330
21/02/24,3356.899902,3356.899902,3290.050049,3296.399902,3296.399902,2430672,0.070389,768
22/02/24,3310,3369,3276.949951,3363.75,3363.75,2521388,0.070389,996
23/02/24,3363.75,3399.899902,3340.75,3387.949951,3387.949951,2107176,0.070389,744
26/02/24,3400,3491.649902,3393,3470.149902,3470.149902,4122419,0.070389,1125
27/02/24,3475,3512,3451.899902,3506.449951,3506.449951,2122286,0.070389,1631
28/02/24,3505,3513,3446.149902,3470.199951,3470.199951,1666903,0.070389,1655
29/02/24,3485,3496,3436.449951,3477.550049,3477.550049,2119512,0.070389,1344
01/03/24,3501.649902,3658.350098,3500,3633.5,3633.5,4407803,0.070389,724
04/03/24,3670,3679.800049,3622.050049,3644.449951,3644.449951,1307501,0.070389,1641
05/03/24,3631.199951,3644.449951,3590.300049,3612.600098,3612.600098,1981370,0.070389,1523
06/03/24,3618,3652.449951,3586.050049,3642.199951,3642.199951,1500196,0.070389,1156
07/03/24,3660.75,3705.149902,3643.25,3676.949951,3676.949951,2344401,0.070389,1120
11/03/24,3700,3700,3631.449951,3640.600098,3640.600098,1748541,0.070389,779
12/03/24,3639.050049,3672,3613.149902,3621.649902,3621.649902,1470377,0.070389,1014
13/03/24,3634.899902,3636.800049,3511.899902,3538.550049,3538.550049,2502546,0.070389,1023
,,,,,,,0.070389,1031
,,,,,,,0.070389,794
,,,,,,,0.070389,699
,,,,,,,0.070389,800
,,,,,,,0.070389,835
,,,,,,,0.070389,788
,,,,,,,0.070389,739
,,,,,,,0.070389,830
,,,,,,,0.070389,1337
,,,,,,,0.070389,1265
,,,,,,,0.070389,1120
,,,,,,,0.070389,1411
,,,,,,,0.070389,1189
,,,,,,,0.070389,1284
,,,,,,,0.070389,1175
,,,,,,,0.070389,955
,,,,,,,0.070389,993
,,,,,,,0.070389,1015
,,,,,,,0.070389,730
,,,,,,,0.070389,931
,,,,,,,0.070389,1098
,,,,,,,0.070389,1247
,,,,,,,0.070389,1194
,,,,,,,0.070389,907
,,,,,,,0.070389,962
,,,,,,,0.070389,392
,,,,,,,0.084511,2816
,,,,,,,0.067226,2088
,,,,,,,0.056008,1360
,,,,,,,0.034432,872
,,,,,,,0.062669,1254
,,,,,,,0.078209,1261
,,,,,,,0.083953,1037
,,,,,,,0.019754,1067
,,,,,,,0.00837,1197
,,,,,,,-0.005932,1703
,,,,,,,0.040636,1801
,,,,,,,0.065215,1123
,,,,,,,0.076694,1000
,,,,,,,0.066068,919
,,,,,,,0.085419,1132
,,,,,,,0.068798,1011
,,,,,,,0.031932,1038
,,,,,,,0.070009,1046
,,,,,,,0.060035,380
,,,,,,,0.120264,740
,,,,,,,0.081095,1018
,,,,,,,0.057957,972
,,,,,,,0.059286,724
,,,,,,,0.078694,896
,,,,,,,0.017571,323
,,,,,,,0.207312,483
,,,,,,,0.165477,582
,,,,,,,0.114218,84
,,,,,,,0.100752,379
,,,,,,,0.03853,590
,,,,,,,0.057112,802
,,,,,,,0.047598,728
,,,,,,,0.099788,504
,,,,,,,0.100939,1450
,,,,,,,0.042186,1094
,,,,,,,0.092029,715
,,,,,,,0.034856,698
,,,,,,,0.131442,571
,,,,,,,0.108654,129
,,,,,,,0.039046,643
,,,,,,,0.125301,723
,,,,,,,0.113789,148
,,,,,,,0.11862,630
,,,,,,,0.07083,677
,,,,,,,0.081639,753
,,,,,,,0.008184,588
,,,,,,,0.083435,480
,,,,,,,0.087082,365
,,,,,,,0.064397,709
,,,,,,,0.089706,584
,,,,,,,0.021676,666
,,,,,,,0.127708,396
,,,,,,,0.10448,547
,,,,,,,0.098057,603
,,,,,,,0.084313,622
,,,,,,,0.124407,455
,,,,,,,0.133808,422
,,,,,,,0.137049,599
,,,,,,,0.174989,614
,,,,,,,0.08658,532
,,,,,,,0.083742,702
,,,,,,,0.201838,872
,,,,,,,0.140143,1545
,,,,,,,0.067904,3261
,,,,,,,0.074751,1183
,,,,,,,0.079647,938
,,,,,,,0.068484,1206
,,,,,,,0.073675,1258
,,,,,,,0.092336,908
,,,,,,,0.103707,694
,,,,,,,0.049696,977
,,,,,,,0.10186,628
,,,,,,,0.155002,754
,,,,,,,0.068134,975
,,,,,,,0.108867,809
,,,,,,,0.078467,599
,,,,,,,0.117808,568
,,,,,,,0.082425,790
,,,,,,,0.142679,680
,,,,,,,0.129813,642
,,,,,,,0.123411,603
,,,,,,,0.076451,556
,,,,,,,0.197093,183
,,,,,,,0.038792,404
,,,,,,,-0.008182,617
,,,,,,,0.054624,1189
,,,,,,,0.036093,1524
,,,,,,,0.061719,922
,,,,,,,0.07249,654
,,,,,,,0.035085,799
,,,,,,,0.049488,1230
,,,,,,,0.108688,1217
,,,,,,,0.106188,748
,,,,,,,0.109936,987
,,,,,,,0.034958,680
,,,,,,,0.13098,704
,,,,,,,0.044504,674
,,,,,,,0.148296,632
,,,,,,,0.0563,665
,,,,,,,0.174544,700
,,,,,,,0.112138,559
,,,,,,,0.131607,790
,,,,,,,0.09863,732
,,,,,,,0.106009,794
,,,,,,,-0.049457,227
,,,,,,,0.124154,506
,,,,,,,0.124004,590
,,,,,,,0.132607,737
,,,,,,,0.134509,796
,,,,,,,0.145755,665
,,,,,,,0.107917,755
,,,,,,,0.136336,937
,,,,,,,0.123192,848
,,,,,,,0.112713,686
,,,,,,,0.093833,651
,,,,,,,0.081785,666
,,,,,,,0.152928,966
,,,,,,,0.108142,796
,,,,,,,0.170014,664
,,,,,,,0.144565,515
,,,,,,,0.145839,802
,,,,,,,0.124185,779
,,,,,,,0.075013,873
,,,,,,,0.039809,701
,,,,,,,0.001904,73
,,,,,,,0.116206,910
,,,,,,,0.092774,3992
,,,,,,,0.102283,1221
,,,,,,,0.128386,759
,,,,,,,0.001804,631
,,,,,,,0.130782,940
,,,,,,,0.196692,1413
,,,,,,,0.13838,1167
,,,,,,,0.084334,935
,,,,,,,0.134391,751
,,,,,,,0.108771,1137
,,,,,,,0.065277,1044
,,,,,,,0.088679,929
,,,,,,,0.114591,777
,,,,,,,0.141741,651
,,,,,,,0.137178,816
,,,,,,,0.14455,942
,,,,,,,0.168188,789
,,,,,,,0.077224,809
,,,,,,,0.133393,658
,,,,,,,0.099367,1469
,,,,,,,0.097844,1322
,,,,,,,0.214643,255
,,,,,,,0.060777,664
,,,,,,,0.142388,737
,,,,,,,0.090357,931
,,,,,,,0.077955,935
,,,,,,,0.096742,930
,,,,,,,0.122842,1196
,,,,,,,0.073457,496
,,,,,,,0.049481,1378
,,,,,,,0.03657,1485
,,,,,,,0.11965,1474
,,,,,,,0.145052,838
,,,,,,,0.122498,1173
,,,,,,,0.076857,1416
,,,,,,,0.064336,1118
,,,,,,,0.028668,1345
,,,,,,,0.09603,1216
,,,,,,,0.124523,1266
,,,,,,,0.150307,902
,,,,,,,0.108397,871
,,,,,,,0.097502,770
,,,,,,,0.126126,700
,,,,,,,0.108493,787
,,,,,,,0.11958,929
,,,,,,,0.07156,844
,,,,,,,0.083661,805
,,,,,,,0.163955,629
,,,,,,,0.086312,862
,,,,,,,0.095576,840
,,,,,,,0.130315,697
,,,,,,,0.064765,725
,,,,,,,0.109475,855
,,,,,,,0.147413,864
,,,,,,,0.144474,830
,,,,,,,0.086942,1286
,,,,,,,0.104581,924
,,,,,,,0.060064,709
,,,,,,,0.099236,902
,,,,,,,0.122984,779
,,,,,,,0.042464,658
,,,,,,,0.106837,1149
,,,,,,,0.115592,955
,,,,,,,0.111581,293
,,,,,,,0.161153,795
,,,,,,,0.114656,1116
,,,,,,,0.080306,3260
,,,,,,,0.135742,818
,,,,,,,0.093989,1034
,,,,,,,0.112312,927
,,,,,,,0.129242,1181
,,,,,,,0.112702,990
,,,,,,,0.172174,569
,,,,,,,0.105313,743
,,,,,,,0.129741,1057
